By using this data you agree to the Terms of Use: https://www.ctdatacollaborative.org/terms-use,yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,majorityEntry,citizenship,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,meansOfControlConcatenated,isForcedLabour,isSexualExploit,isOtherExploit,isSexAndLabour,isForcedMarriage,isForcedMilitary,isOrganRemoval,isSlaveryAndPractices,typeOfExploitConcatenated,typeOfLabourAgriculture,typeOfLabourAquafarming,typeOfLabourBegging,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourIllicitActivities,typeOfLabourManufacturing,typeOfLabourMiningOrDrilling,typeOfLabourPeddling,typeOfLabourTransportation,typeOfLabourOther,typeOfLabourNotSpecified,typeOfLabourConcatenated,typeOfSexProstitution,typeOfSexPornography,typeOfSexRemoteInteractiveServices,typeOfSexPrivateSexualServices,typeOfSexConcatenated,isAbduction,RecruiterRelationship,CountryOfExploitation,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther,recruiterRelationUnknown
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SA,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Minor,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Minor,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
,2014,Case Management,Female,30--38,Adult,-99,Adult,ID,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,-99,SG,0,0,0,0,1
